SNP	BY	RM	1_1_d	1_2_d	1_3_d	1_4_d	1_5_c	2_1_d	2_2_d	2_3_d	2_4_a	2_5_d	2_6_d	2_7_a	2_7_b	2_7_c	2_7_d	3_1_d	3_2_d	3_3_d	3_4_d	3_5_d	4_1_c	4_2_a	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_3_d	14_4_a	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_4_d	15_5_b	15_6_c	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	18_4_c	18_6_d	19_1_c	19_2_c	19_3_c	19_4_b	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_2_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
gOL02	0	2	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0	2.0	2.0	2	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0
YOL081W	0	2	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	NA	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0	2.0	2.0	2	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	NA	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0
YOL080C	0	2	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0	2.0	2.0	2	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	NA	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0
YOL073C	0	2	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	NA	0.0	0.0	2.0	NA	2.0	0.0	2.0	0.0	2.0	NA	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0	2.0	2.0	2	0.0	2.0	2.0	NA	NA	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0
YOL067C	0	2	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	NA	NA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0	NA	2.0	0	0.0	2.0	2.0	NA	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	NA	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	NA	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	0.0	0.0	2.0	NA	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0
YOL065C	0	2	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0	0.0	2.0	0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0
YOL064C	0	2	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0	0.0	2.0	0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0
YOL062C	0	2	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0	0.0	2.0	0	0.0	2.0	2.0	NA	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0
YOL058W	0	2	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	NA	0.0	NA	0.0	NA	2.0	0.0	2.0	2.0	0.0	NA	0.0	2.0	0.0	2.0	0.0	0.0	0.0	NA	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0	0.0	2.0	0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0
YOL043C	0	2	0.0	0.0	2.0	2.0	2.0	NA	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	NA	2.0	0.0	NA	0.0	NA	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	NA	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	NA	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	NA	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0
NOL009W	0	2	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	NA	0.0	2.0	2.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0
YOL027C	0	2	0.0	0.0	NA	2.0	2.0	2.0	2.0	0.0	0.0	NA	0.0	0.0	2.0	NA	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0	NA	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOL026C	0	2	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0	0.0	2.0	0	0.0	0.0	NA	NA	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	NA	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	NA	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOL025W	0	2	0.0	0.0	NA	2.0	2.0	NA	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	NA	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOL024W	0	2	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	NA	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOL021C	0	2	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	NA	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
NOL007C	0	2	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	NA	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	NA	NA	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	NA	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOL015W	0	2	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
NOL004W	0	2	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	NA	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOR006C	0	2	2.0	0.0	0.0	0.0	2.0	2.0	NA	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
gOR03	0	2	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	NA	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOR013W	0	2	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOR019W	0	2	NA	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	NA	2.0	NA	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	NA	0.0	2.0	0.0	0.0	0.0	0.0
YOR025W	0	2	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	NA	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	NA	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOR026W	0	2	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	NA	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
YOR027W	0	2	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0	2.0	2.0	0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	NA	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
